caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,vetoes,overriddenVetoes
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-mediation,Default pass + mediated amendments,27000,180.000,24386,162.573,180.000,0.903,1.000,0.521,0.499,0.470,0.140,0.097,0.000,0.000,0.000,0.445,0.007,0.495,0.504,0.256,0.816,0.995,0.591,0.000,0.000,0.000,0.184,0.909,0.178,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,27000,180.000,22745,151.633,180.000,0.842,1.000,0.532,0.496,0.448,0.106,0.158,0.000,0.000,0.000,0.451,0.023,0.681,0.673,0.257,0.801,0.993,0.590,0.069,0.648,3.119,0.199,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,27000,180.000,24419,162.793,180.000,0.904,1.000,0.520,0.499,0.470,0.140,0.096,0.000,0.000,0.000,0.444,0.009,0.495,0.503,0.258,0.817,0.994,0.595,0.069,0.648,3.357,0.183,0.911,0.179,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,27000,180.000,22544,150.293,180.000,0.835,1.000,0.531,0.498,0.443,0.107,0.165,0.000,0.000,0.000,0.454,0.023,0.676,0.675,0.197,0.796,0.996,0.571,0.069,0.648,2.373,0.204,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,27000,180.000,20464,136.427,172.700,0.758,0.959,0.536,0.516,0.406,0.112,0.242,0.041,0.000,0.000,0.446,0.033,0.610,0.669,0.178,0.811,0.963,0.438,0.069,0.648,1.939,0.189,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,20475,136.500,172.733,0.758,0.960,0.536,0.516,0.407,0.112,0.242,0.040,0.000,0.000,0.443,0.035,0.609,0.667,0.177,0.811,0.962,0.437,0.000,0.000,0.000,0.189,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,6050,40.333,40.467,0.224,0.225,0.589,0.659,0.132,0.241,0.776,0.545,0.230,0.000,0.196,0.500,0.074,0.252,0.210,0.859,0.623,0.373,0.000,0.000,0.000,0.141,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23234,154.893,180.000,0.861,1.000,0.510,0.479,0.439,0.102,0.139,0.000,0.000,0.167,0.461,0.083,0.650,0.616,0.258,0.805,0.957,0.609,0.000,0.000,0.000,0.195,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,6857,45.713,45.960,0.254,0.255,0.582,0.680,0.148,0.257,0.746,0.745,0.000,0.000,0.202,0.464,0.081,0.250,0.165,0.823,0.848,0.274,0.000,0.000,0.000,0.177,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,11955,79.700,167.580,0.443,0.931,0.564,0.604,0.250,0.172,0.557,0.069,0.000,0.000,0.243,0.176,0.223,0.403,0.198,0.812,0.915,0.371,0.000,0.000,0.000,0.188,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,12751,85.007,180.000,0.472,1.000,0.556,0.616,0.262,0.152,0.528,0.000,0.000,0.000,0.363,0.096,0.274,0.472,0.175,0.825,0.974,0.295,0.000,0.000,0.000,0.175,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15882,105.880,124.420,0.588,0.691,0.538,0.520,0.317,0.118,0.412,0.309,0.000,0.000,0.429,0.235,0.442,0.618,0.235,0.807,0.790,0.511,0.000,0.000,0.000,0.193,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,27000,180.000,4829,32.193,180.000,0.179,1.000,0.623,0.674,0.112,0.282,0.821,0.000,0.000,0.000,0.000,0.581,0.054,0.231,0.208,0.826,0.511,0.374,0.000,0.000,0.000,0.174,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,3094,20.627,180.000,0.115,1.000,0.637,0.693,0.073,0.308,0.885,0.000,0.000,0.000,0.000,0.715,0.032,0.211,0.208,0.825,0.346,0.367,0.000,0.000,0.000,0.175,0.000,0.000,1624,14
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,45000,300.000,12074,80.493,300.000,0.268,1.000,0.598,0.642,0.160,0.232,0.732,0.000,0.000,0.000,0.000,0.427,0.105,0.312,0.209,0.825,0.724,0.390,0.000,0.000,0.000,0.175,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority-mediation,Unicameral majority + mediation,45000,300.000,16598,110.653,300.000,0.369,1.000,0.586,0.607,0.216,0.208,0.631,0.000,0.000,0.000,0.000,0.335,0.160,0.387,0.232,0.825,0.778,0.464,0.000,0.000,0.000,0.175,0.903,0.174,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,45000,300.000,12920,86.133,300.000,0.287,1.000,0.608,0.645,0.175,0.230,0.713,0.000,0.000,0.000,0.000,0.380,0.117,0.327,0.192,0.837,0.799,0.349,0.000,0.000,0.000,0.163,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,45000,300.000,4009,26.727,300.000,0.089,1.000,0.665,0.719,0.059,0.364,0.911,0.000,0.000,0.000,0.000,0.754,0.018,0.143,0.195,0.827,0.298,0.337,0.000,0.000,0.000,0.173,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,45000,300.000,37883,252.553,300.000,0.842,1.000,0.533,0.495,0.449,0.107,0.158,0.000,0.000,0.000,0.444,0.024,0.669,0.660,0.256,0.802,0.997,0.589,0.000,0.000,0.000,0.198,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-mediation,Default pass + mediated amendments,45000,300.000,40684,271.227,300.000,0.904,1.000,0.522,0.498,0.472,0.140,0.096,0.000,0.000,0.000,0.444,0.008,0.488,0.496,0.257,0.818,0.998,0.593,0.000,0.000,0.000,0.182,0.907,0.177,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,45000,300.000,37826,252.173,300.000,0.841,1.000,0.533,0.496,0.448,0.107,0.159,0.000,0.000,0.000,0.443,0.024,0.668,0.661,0.257,0.802,0.997,0.592,0.044,0.656,4.932,0.198,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,45000,300.000,40718,271.453,300.000,0.905,1.000,0.521,0.498,0.471,0.140,0.095,0.000,0.000,0.000,0.446,0.009,0.488,0.496,0.258,0.818,0.997,0.598,0.044,0.656,5.332,0.182,0.907,0.177,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,45000,300.000,37466,249.773,300.000,0.833,1.000,0.532,0.497,0.443,0.107,0.167,0.000,0.000,0.000,0.448,0.021,0.663,0.662,0.197,0.797,0.998,0.570,0.044,0.656,3.743,0.203,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,45000,300.000,34039,226.927,288.220,0.756,0.961,0.537,0.515,0.406,0.112,0.244,0.039,0.000,0.000,0.442,0.034,0.596,0.654,0.177,0.812,0.962,0.438,0.044,0.656,3.062,0.188,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,45000,300.000,34138,227.587,288.240,0.759,0.961,0.537,0.515,0.407,0.112,0.241,0.039,0.000,0.000,0.442,0.031,0.598,0.655,0.177,0.812,0.963,0.437,0.000,0.000,0.000,0.188,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,45000,300.000,10024,66.827,67.120,0.223,0.224,0.587,0.655,0.131,0.238,0.777,0.546,0.230,0.000,0.196,0.510,0.074,0.252,0.208,0.863,0.624,0.374,0.000,0.000,0.000,0.137,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,45000,300.000,41257,275.047,300.000,0.917,1.000,0.509,0.473,0.467,0.097,0.083,0.000,0.000,0.100,0.468,0.046,0.696,0.618,0.261,0.805,0.978,0.621,0.000,0.000,0.000,0.195,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,45000,300.000,11583,77.220,77.727,0.257,0.259,0.581,0.677,0.150,0.253,0.743,0.741,0.000,0.000,0.206,0.456,0.082,0.251,0.161,0.825,0.870,0.266,0.000,0.000,0.000,0.175,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-adaptive-track,Default pass + adaptive tracks,45000,300.000,19994,133.293,279.907,0.444,0.933,0.563,0.603,0.250,0.171,0.556,0.067,0.000,0.000,0.247,0.174,0.221,0.399,0.196,0.812,0.920,0.364,0.000,0.000,0.000,0.188,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-sunset-trial,Default pass + sunset trial,45000,300.000,21321,142.140,300.000,0.474,1.000,0.557,0.614,0.264,0.153,0.526,0.000,0.000,0.000,0.355,0.096,0.268,0.457,0.174,0.824,0.976,0.294,0.000,0.000,0.000,0.176,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,45000,300.000,23544,156.960,183.067,0.523,0.610,0.540,0.531,0.283,0.122,0.477,0.390,0.000,0.000,0.420,0.295,0.376,0.589,0.225,0.810,0.744,0.477,0.000,0.000,0.000,0.190,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,45000,300.000,7964,53.093,300.000,0.177,1.000,0.623,0.674,0.110,0.278,0.823,0.000,0.000,0.000,0.000,0.576,0.054,0.235,0.199,0.829,0.538,0.357,0.000,0.000,0.000,0.171,0.000,0.000,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,45000,300.000,5070,33.800,300.000,0.113,1.000,0.637,0.694,0.072,0.304,0.887,0.000,0.000,0.000,0.000,0.713,0.031,0.209,0.197,0.826,0.355,0.350,0.000,0.000,0.000,0.174,0.000,0.000,2715,27
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority,Unicameral simple majority,27000,180.000,5963,39.753,180.000,0.221,1.000,0.583,0.629,0.129,0.235,0.779,0.000,0.000,0.000,0.000,0.547,0.084,0.297,0.336,0.807,0.412,0.686,0.000,0.000,0.000,0.193,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority-mediation,Unicameral majority + mediation,27000,180.000,8692,57.947,180.000,0.322,1.000,0.572,0.579,0.184,0.209,0.678,0.000,0.000,0.000,0.000,0.466,0.138,0.382,0.385,0.808,0.468,0.887,0.000,0.000,0.000,0.192,0.894,0.177,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,6515,43.433,180.000,0.241,1.000,0.586,0.663,0.141,0.246,0.759,0.000,0.000,0.000,0.000,0.465,0.089,0.297,0.238,0.825,0.638,0.451,0.000,0.000,0.000,0.175,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,supermajority-60,Unicameral 60 percent passage,27000,180.000,1491,9.940,180.000,0.055,1.000,0.659,0.668,0.036,0.353,0.945,0.000,0.000,0.000,0.000,0.861,0.011,0.145,0.449,0.822,0.057,0.823,0.000,0.000,0.000,0.178,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass,Default pass unless 2/3 block,27000,180.000,22830,152.200,180.000,0.846,1.000,0.523,0.495,0.442,0.108,0.154,0.000,0.000,0.000,0.476,0.037,0.668,0.655,0.323,0.792,0.985,0.819,0.000,0.000,0.000,0.208,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-mediation,Default pass + mediated amendments,27000,180.000,24206,161.373,180.000,0.897,1.000,0.509,0.495,0.457,0.144,0.103,0.000,0.000,0.000,0.481,0.025,0.475,0.487,0.329,0.802,0.982,0.850,0.000,0.000,0.000,0.198,0.902,0.181,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,27000,180.000,22784,151.893,180.000,0.844,1.000,0.522,0.495,0.440,0.107,0.156,0.000,0.000,0.000,0.478,0.035,0.669,0.656,0.325,0.792,0.974,0.824,0.102,0.757,2.681,0.208,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,27000,180.000,24165,161.100,180.000,0.895,1.000,0.509,0.495,0.455,0.144,0.105,0.000,0.000,0.000,0.481,0.026,0.474,0.488,0.330,0.804,0.978,0.853,0.102,0.757,2.886,0.196,0.904,0.181,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,27000,180.000,22746,151.640,180.000,0.842,1.000,0.522,0.497,0.440,0.110,0.158,0.000,0.000,0.000,0.471,0.031,0.665,0.655,0.227,0.782,0.998,0.759,0.102,0.757,1.863,0.218,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,27000,180.000,18825,125.500,164.360,0.697,0.913,0.527,0.529,0.367,0.119,0.303,0.087,0.000,0.000,0.460,0.068,0.540,0.641,0.178,0.803,0.946,0.442,0.102,0.757,1.208,0.197,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,18874,125.827,164.480,0.699,0.914,0.526,0.529,0.368,0.118,0.301,0.086,0.000,0.000,0.459,0.065,0.543,0.642,0.177,0.803,0.945,0.439,0.000,0.000,0.000,0.197,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,5175,34.500,34.760,0.192,0.193,0.569,0.637,0.109,0.228,0.808,0.542,0.265,0.000,0.274,0.573,0.066,0.256,0.321,0.844,0.382,0.641,0.000,0.000,0.000,0.156,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23166,154.440,180.000,0.858,1.000,0.500,0.480,0.429,0.103,0.142,0.000,0.000,0.166,0.483,0.097,0.633,0.600,0.318,0.796,0.928,0.810,0.000,0.000,0.000,0.204,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,5245,34.967,35.580,0.194,0.198,0.540,0.719,0.105,0.271,0.806,0.802,0.000,0.000,0.364,0.561,0.053,0.210,0.150,0.795,0.718,0.243,0.000,0.000,0.000,0.205,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,11226,74.840,161.013,0.416,0.895,0.542,0.617,0.225,0.179,0.584,0.104,0.002,0.000,0.307,0.203,0.197,0.379,0.244,0.796,0.853,0.485,0.000,0.000,0.000,0.204,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,11523,76.820,180.000,0.427,1.000,0.528,0.639,0.225,0.156,0.573,0.000,0.000,0.000,0.434,0.157,0.241,0.458,0.177,0.809,0.944,0.291,0.000,0.000,0.000,0.191,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15201,101.340,119.567,0.563,0.664,0.523,0.524,0.295,0.119,0.437,0.336,0.000,0.000,0.466,0.269,0.416,0.604,0.281,0.799,0.758,0.654,0.000,0.000,0.000,0.201,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,bicameral-majority,Bicameral simple majority,27000,180.000,3523,23.487,180.000,0.130,1.000,0.609,0.648,0.079,0.281,0.870,0.000,0.000,0.000,0.000,0.702,0.039,0.221,0.369,0.811,0.220,0.731,0.000,0.000,0.000,0.189,0.000,0.000,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,2207,14.713,180.000,0.082,1.000,0.621,0.662,0.051,0.298,0.918,0.000,0.000,0.000,0.000,0.798,0.024,0.214,0.378,0.809,0.134,0.718,0.000,0.000,0.000,0.191,0.000,0.000,1227,5
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority,Unicameral simple majority,27000,180.000,4615,30.767,180.000,0.171,1.000,0.572,0.648,0.098,0.236,0.829,0.000,0.000,0.000,0.000,0.597,0.062,0.285,0.223,0.803,0.488,0.427,0.000,0.000,0.000,0.197,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority-mediation,Unicameral majority + mediation,27000,180.000,6408,42.720,180.000,0.237,1.000,0.563,0.618,0.134,0.208,0.763,0.000,0.000,0.000,0.000,0.534,0.101,0.381,0.247,0.805,0.562,0.498,0.000,0.000,0.000,0.195,0.912,0.192,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,5042,33.613,180.000,0.187,1.000,0.581,0.658,0.108,0.237,0.813,0.000,0.000,0.000,0.000,0.551,0.069,0.294,0.191,0.814,0.608,0.352,0.000,0.000,0.000,0.186,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,supermajority-60,Unicameral 60 percent passage,27000,180.000,821,5.473,180.000,0.030,1.000,0.645,0.728,0.020,0.382,0.970,0.000,0.000,0.000,0.000,0.907,0.005,0.108,0.261,0.789,0.073,0.452,0.000,0.000,0.000,0.211,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass,Default pass unless 2/3 block,27000,180.000,22550,150.333,180.000,0.835,1.000,0.518,0.477,0.433,0.091,0.165,0.000,0.000,0.000,0.486,0.035,0.728,0.744,0.268,0.792,0.991,0.644,0.000,0.000,0.000,0.208,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-mediation,Default pass + mediated amendments,27000,180.000,23753,158.353,180.000,0.880,1.000,0.499,0.486,0.439,0.128,0.120,0.000,0.000,0.000,0.523,0.020,0.507,0.539,0.268,0.807,0.995,0.642,0.000,0.000,0.000,0.193,0.916,0.196,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,27000,180.000,22449,149.660,180.000,0.831,1.000,0.517,0.477,0.430,0.091,0.169,0.000,0.000,0.000,0.485,0.035,0.724,0.744,0.269,0.792,0.989,0.648,0.073,0.662,3.074,0.208,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,27000,180.000,23782,158.547,180.000,0.881,1.000,0.498,0.485,0.439,0.127,0.119,0.000,0.000,0.000,0.525,0.021,0.508,0.538,0.270,0.808,0.993,0.652,0.073,0.662,3.263,0.192,0.917,0.196,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,27000,180.000,22379,149.193,180.000,0.829,1.000,0.517,0.479,0.428,0.091,0.171,0.000,0.000,0.000,0.488,0.032,0.723,0.746,0.205,0.786,0.997,0.624,0.073,0.662,2.331,0.214,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,27000,180.000,20064,133.760,170.807,0.743,0.949,0.519,0.499,0.386,0.096,0.257,0.051,0.000,0.000,0.484,0.045,0.641,0.736,0.181,0.801,0.953,0.454,0.073,0.662,1.847,0.199,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,19972,133.147,170.860,0.740,0.949,0.520,0.499,0.385,0.096,0.260,0.051,0.000,0.000,0.483,0.047,0.638,0.737,0.180,0.800,0.952,0.451,0.000,0.000,0.000,0.200,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,4373,29.153,29.440,0.162,0.164,0.550,0.650,0.089,0.225,0.838,0.582,0.254,0.000,0.301,0.623,0.054,0.246,0.222,0.835,0.473,0.416,0.000,0.000,0.000,0.165,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,22962,153.080,180.000,0.850,1.000,0.492,0.461,0.419,0.086,0.150,0.000,0.000,0.167,0.506,0.099,0.680,0.671,0.270,0.797,0.937,0.666,0.000,0.000,0.000,0.203,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,3830,25.533,25.700,0.142,0.143,0.550,0.730,0.078,0.273,0.858,0.857,0.000,0.000,0.277,0.626,0.039,0.211,0.125,0.780,0.698,0.202,0.000,0.000,0.000,0.220,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,10331,68.873,164.487,0.383,0.914,0.534,0.602,0.204,0.157,0.617,0.085,0.001,0.000,0.331,0.242,0.195,0.413,0.193,0.794,0.886,0.363,0.000,0.000,0.000,0.206,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,11640,77.600,180.000,0.431,1.000,0.528,0.611,0.228,0.136,0.569,0.000,0.000,0.000,0.431,0.123,0.264,0.507,0.175,0.811,0.970,0.299,0.000,0.000,0.000,0.189,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15152,101.013,120.400,0.561,0.669,0.519,0.505,0.292,0.100,0.439,0.331,0.000,0.000,0.478,0.267,0.456,0.687,0.243,0.796,0.769,0.541,0.000,0.000,0.000,0.204,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,bicameral-majority,Bicameral simple majority,27000,180.000,2490,16.600,180.000,0.092,1.000,0.599,0.684,0.055,0.292,0.908,0.000,0.000,0.000,0.000,0.755,0.024,0.191,0.226,0.801,0.279,0.415,0.000,0.000,0.000,0.199,0.000,0.000,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,1527,10.180,180.000,0.057,1.000,0.603,0.699,0.034,0.304,0.943,0.000,0.000,0.000,0.000,0.843,0.014,0.179,0.222,0.794,0.186,0.398,0.000,0.000,0.000,0.206,0.000,0.000,937,5
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority,Unicameral simple majority,27000,180.000,4732,31.547,180.000,0.175,1.000,0.574,0.616,0.101,0.229,0.825,0.000,0.000,0.000,0.000,0.639,0.068,0.303,0.369,0.805,0.283,0.769,0.000,0.000,0.000,0.195,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority-mediation,Unicameral majority + mediation,27000,180.000,7207,48.047,180.000,0.267,1.000,0.565,0.564,0.151,0.204,0.733,0.000,0.000,0.000,0.000,0.566,0.117,0.391,0.424,0.803,0.323,0.994,0.000,0.000,0.000,0.197,0.898,0.186,0,0
